,tsne_0,tsne_1,markers,datasets,perts
5747,67.415436,0.6499215,TrainingSet,TrainingSet,~[C*]Br
5748,42.337082,-19.53131,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]N.[C*]Cl
5749,-0.833231,8.88453,TrainingSet,TrainingSet,[C*]I~
5750,-2.6211102,-33.462227,TrainingSet,TrainingSet,[C*]C~[C*]C
5751,47.98179,21.393692,TrainingSet,TrainingSet,[C*]C~[C*]O
5752,-20.734787,44.01753,TrainingSet,TrainingSet,~[C*]CO
5753,47.98179,21.393692,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl~[C*]O
5754,24.579414,-45.599957,TrainingSet,TrainingSet,[C*]CO~[C*]Cl
5755,4.56018,-76.30952,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]C.[C*]O
5756,47.98179,21.393692,TrainingSet,TrainingSet,[C*]O~[C*]O
5757,-2.6211102,-33.462227,TrainingSet,TrainingSet,[C*]O~[C*]C.[C*]C
5758,-75.367485,-15.625557,TrainingSet,TrainingSet,[CH*]C~[C*]CCl
5759,75.88605,-29.323626,TrainingSet,TrainingSet,~[CH*]C.[C*]O
5760,51.556973,-33.92247,TrainingSet,TrainingSet,[C*]O~[CH*]C
5761,-2.6211102,-33.462227,TrainingSet,TrainingSet,[C*]N~[C*]C
5762,-66.98536,0.112329796,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl~[C*]CC
5763,60.647133,-23.875828,TrainingSet,TrainingSet,[C*]C~[CH*]C.[CH*]O
5764,-66.986275,0.12044506,TrainingSet,TrainingSet,[C*]C.[C*]O~[C*]CC
5765,-0.833231,8.88453,TrainingSet,TrainingSet,[C*]C~
5766,-78.97538,2.1951263,TrainingSet,TrainingSet,[C*]O~[C*]CCI
5767,-17.900469,-44.137085,TrainingSet,TrainingSet,[CH*]N~[C*]CBr
5768,-0.833231,8.88453,TrainingSet,TrainingSet,[CH*]Cl~
5769,-20.32554,44.924812,TrainingSet,TrainingSet,[C*]Br~[C*]CO
5770,-0.833231,8.88453,TrainingSet,TrainingSet,[C*]N~
5771,47.98179,21.393692,TrainingSet,TrainingSet,[CH*]CC~[C*]O
5772,-29.462524,0.7113082,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]CN
5773,47.98179,21.393692,TrainingSet,TrainingSet,[C*]C~[C*]O
5774,50.08956,-34.593052,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl~[CH*]C
5775,-66.98627,0.120443955,TrainingSet,TrainingSet,[C*]OC~[C*]CC
5776,41.204826,-54.09019,TrainingSet,TrainingSet,~[CH*]Cl
5777,47.98179,21.393692,TrainingSet,TrainingSet,[C*]C~[C*]O
5778,-2.6211102,-33.462227,TrainingSet,TrainingSet,[C*]O~[C*]C
5779,-28.525772,-22.212969,TrainingSet,TrainingSet,[C*]NCCCC[2*]~[C*]CC(O)CCC[2*]
5780,47.98179,21.393692,TrainingSet,TrainingSet,[C*]C~[O*]C
5781,47.98179,21.393692,TrainingSet,TrainingSet,[C*]C~[C*]O
5782,47.98179,21.393692,TrainingSet,TrainingSet,[C*]Cl~[C*]O
5783,-2.6211102,-33.462227,TrainingSet,TrainingSet,[C*]C.[C*]O~[C*]C.[C*]C
5784,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]CC(O)OC~
5785,4.441776,-75.86248,TrainingSet,TrainingSet,[C*]C~[C*]O.[C*]C
5786,47.98179,21.393692,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]O
5787,24.579414,-45.599957,TrainingSet,TrainingSet,[CH*]C~[C*]Cl
5788,50.16956,-33.520092,TrainingSet,TrainingSet,~[CH*]C
5789,-41.01335,24.636395,TrainingSet,TrainingSet,[C*]CS~[CH*]OC
5790,24.78673,6.8401723,TrainingSet,TrainingSet,[C*]CCl~[CH*]F.[CH*]F
5791,50.47409,-33.97547,TrainingSet,TrainingSet,~[CH*]C.[CH*]C
5792,3.8766131,-74.84549,TrainingSet,TrainingSet,[C*]O~[C*]O.[C*]C.[C*]C
5793,-7.0907245,-28.497095,TrainingSet,TrainingSet,[C*]Cl~[C*]C
5794,51.59609,19.517756,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]O.[C*]O
5795,3.1963377,-75.6173,TrainingSet,TrainingSet,[C*]OC.[C*]O~[C*]O.[C*]C
5796,-7.673243,9.325708,TrainingSet,TrainingSet,[C*]C~
5797,-7.0907245,-28.497095,TrainingSet,TrainingSet,~[C*]C
5798,51.59609,19.517756,TrainingSet,TrainingSet,[C*]C.[C*]O~[C*]O
5799,-7.673243,9.325708,TrainingSet,TrainingSet,[C*]CC~
5800,47.98179,21.393692,TrainingSet,TrainingSet,[C*]CN~[C*]O
5801,37.629368,-28.596157,TrainingSet,TrainingSet,[C*]OC~[C*]C(C)C.[C*]C
5802,-66.84275,0.12461345,TrainingSet,TrainingSet,~[C*]CC
5803,23.050827,-42.92222,TrainingSet,TrainingSet,[C*]I~[C*]Cl
5804,69.65308,0.093092665,TrainingSet,TrainingSet,[C*]Cl~[C*]Br
5805,40.84274,-53.856674,TrainingSet,TrainingSet,~[CH*]Cl.[CH*]Cl.[CH*]Cl
5806,4.9413586,-75.0949,TrainingSet,TrainingSet,[C*]C~[C*]O.[C*]C
5807,-7.0907245,-28.497095,TrainingSet,TrainingSet,[C*]C~[C*]C
5808,0.3764158,-33.088104,TrainingSet,TrainingSet,~[C*]C
5809,-71.531425,-33.783092,TrainingSet,TrainingSet,[C*]CCOC~[C*]I.[C*]I
5810,-5.4907994,10.460068,TrainingSet,TrainingSet,[C*]I~
5811,-61.544292,5.8158264,TrainingSet,TrainingSet,[C*]CCCC~[C*]COC(C)O
5812,42.746983,-9.944483,TrainingSet,TrainingSet,[C*]O~[C*]N
5813,0.3764158,-33.088104,TrainingSet,TrainingSet,[C*]O~[C*]C
5814,11.845759,14.756373,TrainingSet,TrainingSet,[C*]C.[C*]O~[CH*]I
5815,42.746983,-9.944483,TrainingSet,TrainingSet,[C*]O~[C*]N
5816,23.050827,-42.92222,TrainingSet,TrainingSet,~[C*]Cl
5817,-20.32554,44.924812,TrainingSet,TrainingSet,[CH*]N~[C*]CO
5818,-66.42151,-0.10919182,TrainingSet,TrainingSet,[O*]CO~[C*]CC
5819,-70.50139,-34.457092,TrainingSet,TrainingSet,[C*]O~[C*]I
5820,3.567035,7.5164347,TrainingSet,TrainingSet,[C*]C~
5821,3.567035,7.5164347,TrainingSet,TrainingSet,[C*]N~
5822,47.98179,21.393692,TrainingSet,TrainingSet,[C*]C.[C*]O~[C*]O
5823,3.536603,-75.82717,TrainingSet,TrainingSet,[C*]Br~[C*]O.[C*]C
5824,47.98179,21.393692,TrainingSet,TrainingSet,~[C*]O
5825,4.167717,-77.05467,TrainingSet,TrainingSet,[CH*]N~[C*]C.[C*]O
5826,0.3764158,-33.088104,TrainingSet,TrainingSet,[C*]N~[C*]C.[C*]C
5827,-61.441753,-12.0010805,TrainingSet,TrainingSet,[C*]O~[C*]CCCCl
5828,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]O.[C*]OC~
5829,47.98179,21.393692,TrainingSet,TrainingSet,[C*]CCC~[C*]O
5830,-4.652052,-38.179337,TrainingSet,TrainingSet,~[C*]C
5831,-44.068718,14.428048,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]OC
5832,23.050827,-42.92222,TrainingSet,TrainingSet,[CH*]N~[C*]Cl.[C*]Cl
5833,69.65308,0.093092665,TrainingSet,TrainingSet,[C*]O~[C*]Br
5834,50.59344,-34.52331,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl.[C*]Cl~[CH*]C.[CH*]C
5835,48.398773,15.906186,TrainingSet,TrainingSet,[C*]N~[C*]O
5836,-4.652052,-38.179337,TrainingSet,TrainingSet,[C*]C.[C*]O~[C*]C
5837,-2.4403734,3.3087416,TrainingSet,TrainingSet,~
5838,50.566433,0.6824906,TrainingSet,TrainingSet,[CH*]O~[CH*]O
5839,-71.531425,-33.783092,TrainingSet,TrainingSet,[C*]C~[C*]I
5840,0.3764158,-33.088104,TrainingSet,TrainingSet,[C*]S~[C*]C
5841,-70.49728,-34.86153,TrainingSet,TrainingSet,[C*]O~[C*]I
5842,84.858734,30.391266,TrainingSet,TrainingSet,[C*]C.[C*]O~[C*]O.[C*]N
5843,23.050827,-42.92222,TrainingSet,TrainingSet,[CH*]N~[C*]Cl.[C*]Cl
5844,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]C~
5845,-2.4403734,3.3087416,TrainingSet,TrainingSet,[CH*]C~
5846,48.398773,15.906186,TrainingSet,TrainingSet,~[C*]O
5847,50.59344,-34.52331,TrainingSet,TrainingSet,[CH*]C~[CH*]C
5848,-43.460854,3.8557892,TrainingSet,TrainingSet,[C*]CCN~[C*]OCCO
5849,-69.19914,0.6991581,TrainingSet,TrainingSet,[C*]C~[C*]CC
5850,-7.0907245,-28.497095,TrainingSet,TrainingSet,[C*]O~[C*]C
5851,68.58898,-0.5542434,TrainingSet,TrainingSet,[C*]C~[C*]Br
5852,-57.943043,-7.89372,TrainingSet,TrainingSet,~[C*]CCC
5853,23.050827,-42.92222,TrainingSet,TrainingSet,[C*]O.[C*]Cl~[C*]Cl.[C*]Cl
5854,-0.833231,8.88453,TrainingSet,TrainingSet,[C*]Cl~
5855,48.398773,15.906186,TrainingSet,TrainingSet,[C*]O~[C*]O
5856,-0.833231,8.88453,TrainingSet,TrainingSet,[C*]O~
5857,-2.6211102,-33.462227,TrainingSet,TrainingSet,~[C*]C.[C*]C
5858,-20.32554,44.924812,TrainingSet,TrainingSet,[C*]O~[C*]CO
5859,48.398773,15.906186,TrainingSet,TrainingSet,~[O*]C
5860,-62.010372,-4.881024,TrainingSet,TrainingSet,[C*]F.[C*]F.[C*]F.[C*]F~[C*]CC(C)C
5861,-2.6211102,-33.462227,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]C.[C*]C
5862,48.398773,15.906186,TrainingSet,TrainingSet,[C*]C~[C*]O
5863,-0.833231,8.88453,TrainingSet,TrainingSet,~
5864,48.398773,15.906186,TrainingSet,TrainingSet,~[O*]C
5865,48.398773,15.906186,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]O
5866,-33.40271,-16.229456,TrainingSet,TrainingSet,[C*]CCC(C)NC[2*]~[C*]CCC(C)CC[2*]
5867,21.210129,9.15958,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl~[CH*]CBr
5868,48.398773,15.906186,TrainingSet,TrainingSet,[C*]CC~[C*]O
5869,26.34291,-43.30033,TrainingSet,TrainingSet,[C*]CC~[C*]Cl.[C*]Cl
5870,-19.422539,41.668797,TrainingSet,TrainingSet,~[C*]CC.[C*]CO
5871,23.050827,-42.92222,TrainingSet,TrainingSet,[C*]O~[C*]Cl.[C*]Cl
5872,55.257977,-3.6915517,TrainingSet,TrainingSet,[C*]CCCN~[CH*]COCO
5873,68.107994,-1.0907093,TrainingSet,TrainingSet,[C*]Cl~[C*]Br
5874,41.30265,-53.357506,TrainingSet,TrainingSet,[C*]C.[C*]O~[CH*]Cl
5875,4.167717,-77.05467,TrainingSet,TrainingSet,~[C*]O.[C*]C
5876,4.167717,-77.05467,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]C.[C*]O
5877,23.050827,-42.92222,TrainingSet,TrainingSet,[C*]C~[C*]Cl
5878,-20.32554,44.924812,TrainingSet,TrainingSet,[CH*]O~[C*]CO
5879,13.84636,33.513187,TrainingSet,TrainingSet,[C*]CCl.[C*]Cl~[C*]C1CCNC(C)C1
5880,-2.6211102,-33.462227,TrainingSet,TrainingSet,[C*]CCC~[C*]C
5881,4.167717,-77.05467,TrainingSet,TrainingSet,[C*]Br~[C*]C.[C*]O.[C*]C
5882,-0.833231,8.88453,TrainingSet,TrainingSet,~
5883,-2.6211102,-33.462227,TrainingSet,TrainingSet,~[C*]C
5884,23.050827,-42.92222,TrainingSet,TrainingSet,[C*]CC~[C*]Cl.[C*]Cl
5885,42.746983,-9.944483,TrainingSet,TrainingSet,[C*]Cl~[C*]N
5886,23.050827,-42.92222,TrainingSet,TrainingSet,[C*]CN~[C*]Cl
5887,84.858734,30.391266,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl~[C*]O.[C*]N
5888,-2.6211102,-33.462227,TrainingSet,TrainingSet,~[C*]C
5889,42.746983,-9.944483,TrainingSet,TrainingSet,[C*]C~[C*]N
5890,50.59344,-34.52331,TrainingSet,TrainingSet,[C*]CBr~[CH*]C.[CH*]C
5891,72.91225,-3.050062,TrainingSet,TrainingSet,[CH*]N~[C*]C.[C*]Br
5892,-59.37,-3.9212475,TrainingSet,TrainingSet,[C*]C~[C*]NCCC
5893,-0.833231,8.88453,TrainingSet,TrainingSet,[C*]Cl~
5894,42.746983,-9.944483,TrainingSet,TrainingSet,~[N*]C
5895,-0.833231,8.88453,TrainingSet,TrainingSet,[C*]C~
5896,-2.6211102,-33.462227,TrainingSet,TrainingSet,[C*]C~[C*]C
5897,48.398773,15.906186,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]O.[C*]O
5898,48.398773,15.906186,TrainingSet,TrainingSet,~[C*]O
5899,68.107994,-1.0907093,TrainingSet,TrainingSet,[C*]O.[C*]C~[C*]Br
5900,-7.0907245,-28.497095,TrainingSet,TrainingSet,[C*]OC~[C*]C
5901,-29.462524,0.7113082,TrainingSet,TrainingSet,[C*]Br~[C*]CN
5902,-7.673243,9.325708,TrainingSet,TrainingSet,[C*]C(O)OC~
5903,-69.75208,1.1368555,TrainingSet,TrainingSet,[O*]CO~[C*]CC
5904,42.746983,-9.944483,TrainingSet,TrainingSet,~[N*]C.[N*]C
5905,31.160208,12.800903,TrainingSet,TrainingSet,[C*]CO~[C*]S
5906,-7.673243,9.325708,TrainingSet,TrainingSet,[C*]C~
5907,42.746983,-9.944483,TrainingSet,TrainingSet,[C*]CBr~[C*]N
5908,69.27091,-0.72002816,TrainingSet,TrainingSet,[C*]OC~[C*]Br
5909,-4.652052,-38.179337,TrainingSet,TrainingSet,[C*]S~[C*]C.[C*]C
5910,50.691063,0.4957252,TrainingSet,TrainingSet,[CH*]N~[CH*]O
5911,48.398773,15.906186,TrainingSet,TrainingSet,[C*]CS~[C*]O.[C*]O
5912,43.302853,-50.992107,TrainingSet,TrainingSet,[C*]Br~[CH*]C.[CH*]Cl
5913,-44.068718,14.428048,TrainingSet,TrainingSet,[CH*]Br~[C*]OC
5914,0.3764158,-33.088104,TrainingSet,TrainingSet,[CH*]C.[CH*]C~[C*]C
5915,50.59344,-34.52331,TrainingSet,TrainingSet,[C*]O.[C*]OC~[CH*]C
5916,-5.4907994,10.460068,TrainingSet,TrainingSet,[CH*]CC~
5917,-60.6054,-11.303302,TrainingSet,TrainingSet,[C*]C1CNCC(C)C1~[C*]CCCC
5918,-5.4907994,10.460068,TrainingSet,TrainingSet,[CH*]CC~
5919,0.3764158,-33.088104,TrainingSet,TrainingSet,[C*]C.[C*]O~[C*]C
5920,-5.4907994,10.460068,TrainingSet,TrainingSet,[C*]CCO~
5921,-4.652052,-38.179337,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl~[C*]C.[C*]C
5922,41.57933,-53.589016,TrainingSet,TrainingSet,[C*]CCO~[CH*]Cl.[CH*]Cl
5923,11.845754,14.756306,TrainingSet,TrainingSet,~[CH*]I
5924,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]O~
5925,21.192589,9.1815605,TrainingSet,TrainingSet,[C*]Cl~[CH*]C.[CH*]CBr
5926,50.903633,-34.337025,TrainingSet,TrainingSet,~[CH*]C
5927,-17.900494,-44.13695,TrainingSet,TrainingSet,[C*]C.[C*]O~[C*]CBr
5928,23.050827,-42.92222,TrainingSet,TrainingSet,[C*]CN~[C*]Cl.[C*]Cl
5929,-4.652052,-38.179337,TrainingSet,TrainingSet,[C*]Br~[C*]C.[C*]C
5930,18.705265,-8.99887,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]F
5931,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]O.[C*]C~
5932,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]C.[C*]C~
5933,-20.793503,43.969006,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl~[O*]CC
5934,41.378246,-26.434351,TrainingSet,TrainingSet,[C*]CCCC~[O*]C(C)O.[C*]O.[C*]C
5935,48.398773,15.906186,TrainingSet,TrainingSet,[C*]CC~[C*]O
5936,-24.975075,45.529984,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]CCO
5937,-20.401545,44.223392,TrainingSet,TrainingSet,[C*]N~[C*]CO
5938,31.160208,12.800903,TrainingSet,TrainingSet,[CH*]Cl~[C*]S
5939,-68.39599,1.2606652,TrainingSet,TrainingSet,[C*]O~[C*]CC
5940,48.398773,15.906186,TrainingSet,TrainingSet,[C*]CC~[C*]O.[C*]O
5941,-4.652052,-38.179337,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]C.[C*]C
5942,-4.652052,-38.179337,TrainingSet,TrainingSet,[C*]S~[C*]C
5943,84.858734,30.391266,TrainingSet,TrainingSet,[C*]C.[C*]C~[O*]C.[C*]N
5944,23.050827,-42.92222,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]Cl
5945,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]O~
5946,68.107994,-1.0907093,TrainingSet,TrainingSet,[C*]S~[C*]Br
5947,-71.080696,-33.17414,TrainingSet,TrainingSet,[C*]Cl~[C*]I
5948,-70.610344,-33.592297,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl~[C*]I
5949,50.265797,-34.67279,TrainingSet,TrainingSet,[C*]C~[CH*]C.[CH*]C
5950,75.95675,-29.234613,TrainingSet,TrainingSet,[C*]O.[C*]C~[CH*]C.[C*]O
5951,3.8766131,-74.84549,TrainingSet,TrainingSet,[C*]CO~[C*]C.[C*]O
5952,-4.652052,-38.179337,TrainingSet,TrainingSet,[O*]CO~[C*]C
5953,-4.652052,-38.179337,TrainingSet,TrainingSet,[C*]C~[C*]C
5954,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]CC~
5955,-4.652052,-38.179337,TrainingSet,TrainingSet,[C*]Cl~[C*]C
5956,42.746983,-9.944483,TrainingSet,TrainingSet,[C*]CC~[C*]N
5957,-66.79122,1.5067068,TrainingSet,TrainingSet,[C*]C~[C*]CC
5958,48.398773,15.906186,TrainingSet,TrainingSet,~[C*]O
5959,-4.652052,-38.179337,TrainingSet,TrainingSet,[C*]C~[C*]C.[C*]C
5960,29.03338,-3.677173,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]O.[C*]F
5961,-4.652052,-38.179337,TrainingSet,TrainingSet,[C*]O~[C*]C
5962,54.803482,-4.09925,TrainingSet,TrainingSet,[C*]C~[CH*]CO
5963,4.9413586,-75.0949,TrainingSet,TrainingSet,[C*]N~[C*]C.[C*]O
5964,36.782253,-52.823654,TrainingSet,TrainingSet,[CH*]Br~[C*]Cl.[CH*]Cl
5965,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]CS~
5966,41.623833,-53.909683,TrainingSet,TrainingSet,[C*]CCl~[CH*]Cl
5967,23.050827,-42.92222,TrainingSet,TrainingSet,~[C*]Cl
5968,-4.652052,-38.179337,TrainingSet,TrainingSet,~[C*]C
5969,48.398773,15.906186,TrainingSet,TrainingSet,[C*]C~[C*]O
5970,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]O~
5971,-20.401545,44.223392,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl~[C*]CO
5972,48.398773,15.906186,TrainingSet,TrainingSet,[CH*]O~[C*]O
5973,-8.861497,-64.8657,TrainingSet,TrainingSet,[C*]O~[C*]C.[C*]Cl
5974,11.845751,14.7563715,TrainingSet,TrainingSet,[C*]CO~[CH*]I
5975,48.398773,15.906186,TrainingSet,TrainingSet,[C*]CS~[C*]O
5976,-71.531425,-33.783092,TrainingSet,TrainingSet,[C*]O.[C*]C~[C*]I
5977,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]OC~
5978,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]O~
5979,-75.36743,-15.625591,TrainingSet,TrainingSet,~[C*]CCl
5980,-41.01335,24.636395,TrainingSet,TrainingSet,[C*]CN~[CH*]OC
5981,-2.4403734,3.3087416,TrainingSet,TrainingSet,[O*]CC~
5982,48.398773,15.906186,TrainingSet,TrainingSet,[C*]CCCC.[C*]O~[C*]O
5983,-2.4403734,3.3087416,TrainingSet,TrainingSet,~
5984,51.21269,-34.1657,TrainingSet,TrainingSet,[CH*]C~[CH*]C
5985,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]CN~
5986,41.204826,-54.09019,TrainingSet,TrainingSet,[C*]C~[CH*]Cl
5987,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]C.[C*]C~
5988,-4.652052,-38.179337,TrainingSet,TrainingSet,[C*]N~[C*]C
5989,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]S~
5990,48.398773,15.906186,TrainingSet,TrainingSet,[C*]O.[C*]C~[C*]O
5991,-70.52819,1.2270218,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl~[C*]CC
5992,-20.401545,44.223392,TrainingSet,TrainingSet,[C*]C~[C*]CO
5993,48.398773,15.906186,TrainingSet,TrainingSet,[C*]C~[C*]O
5994,68.107994,-1.0907093,TrainingSet,TrainingSet,[C*]C.[C*]O~[C*]Br
5995,48.398773,15.906186,TrainingSet,TrainingSet,[C*]C~[C*]O
5996,42.746983,-9.944483,TrainingSet,TrainingSet,~[C*]N
5997,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]CCC.[C*]OC~
5998,-5.4907994,10.460068,TrainingSet,TrainingSet,[C*]CN~
5999,51.21269,-34.1657,TrainingSet,TrainingSet,[C*]CC~[CH*]C
6000,48.398773,15.906186,TrainingSet,TrainingSet,[C*]OC~[C*]O
6001,40.77071,-27.901237,TrainingSet,TrainingSet,[C*]CO~[CH*]OC(C)O
6002,-71.531425,-33.783092,TrainingSet,TrainingSet,[C*]C~[C*]I
6003,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]O.[C*]C~
6004,18.705265,-8.99887,TrainingSet,TrainingSet,~[C*]F
6005,0.3764158,-33.088104,TrainingSet,TrainingSet,[C*]Cl~[C*]C
6006,42.746983,-9.944483,TrainingSet,TrainingSet,[C*]O.[C*]C~[C*]N
6007,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl~
6008,-5.4907994,10.460068,TrainingSet,TrainingSet,[C*]CS~
6009,42.746983,-9.944483,TrainingSet,TrainingSet,[C*]S~[C*]N
6010,-5.4907994,10.460068,TrainingSet,TrainingSet,[C*]O~
6011,48.398773,15.906186,TrainingSet,TrainingSet,[C*]S~[C*]O
6012,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]CBr~
6013,-20.73267,43.713093,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl~[C*]CO
6014,3.8766131,-74.84549,TrainingSet,TrainingSet,[C*]C.[C*]O~[C*]C.[C*]O
6015,29.033392,-3.6771905,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]O.[C*]F
6016,42.746983,-9.944483,TrainingSet,TrainingSet,[CH*]O~[C*]N
6017,-4.652052,-38.179337,TrainingSet,TrainingSet,[C*]O~[C*]C
6018,-2.4403734,3.3087416,TrainingSet,TrainingSet,~
6019,48.398773,15.906186,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl~[C*]O
6020,0.3764158,-33.088104,TrainingSet,TrainingSet,[C*]I~[C*]C
6021,3.8766131,-74.84549,TrainingSet,TrainingSet,[C*]O.[C*]N~[C*]C.[C*]O
6022,-5.4907994,10.460068,TrainingSet,TrainingSet,~
6023,42.746983,-9.944483,TrainingSet,TrainingSet,[C*]CC~[C*]N
6024,-50.95379,10.594181,TrainingSet,TrainingSet,[C*]O~[C*]CC.[C*]OC
6025,15.861758,-46.001213,TrainingSet,TrainingSet,~[C*]Cl.[C*]Cl
6026,68.574234,-0.4666486,TrainingSet,TrainingSet,[C*]C~[C*]Br
6027,23.050827,-42.92222,TrainingSet,TrainingSet,[C*]C~[C*]Cl
6028,51.21269,-34.1657,TrainingSet,TrainingSet,~[CH*]C
6029,0.3764158,-33.088104,TrainingSet,TrainingSet,[C*]C.[C*]O~[C*]C.[C*]C
6030,0.3764158,-33.088104,TrainingSet,TrainingSet,~[C*]C
6031,-5.4907994,10.460068,TrainingSet,TrainingSet,[CH*]O~
6032,23.050827,-42.92222,TrainingSet,TrainingSet,[C*]CN~[C*]Cl
6033,-75.66227,-15.847228,TrainingSet,TrainingSet,[C*]CCCC.[C*]O~[C*]Cl.[C*]CCl
6034,-2.761607,10.4116955,TrainingSet,TrainingSet,[C*]O~
6035,-71.531425,-33.783092,TrainingSet,TrainingSet,[C*]CCO~[C*]I
6036,-8.935931,-35.741184,TrainingSet,TrainingSet,~[C*]C
6037,49.299786,-33.02685,TrainingSet,TrainingSet,[C*]C~[CH*]C
6038,-2.761607,10.4116955,TrainingSet,TrainingSet,[C*]C.[C*]O~
6039,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]C.[C*]C~
6040,-65.82434,1.5163515,TrainingSet,TrainingSet,~[C*]CC
6041,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]C.[C*]C~
6042,-8.935931,-35.741184,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]C.[C*]C
6043,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]CC~
6044,42.746983,-9.944483,TrainingSet,TrainingSet,~[N*]C.[N*]C
6045,42.746983,-9.944483,TrainingSet,TrainingSet,[C*]C~[C*]N
6046,-8.935931,-35.741184,TrainingSet,TrainingSet,[C*]C~[C*]C
6047,-24.97489,45.529907,TrainingSet,TrainingSet,[C*]C.[C*]C~[O*]CCC
6048,-2.4403734,3.3087416,TrainingSet,TrainingSet,[C*]C.[C*]C~
6049,42.746983,-9.944483,TrainingSet,TrainingSet,[C*]C~[C*]N
6050,-58.952675,1.561036,TrainingSet,TrainingSet,[C*]CCCC~[C*]COCC
6051,51.59609,19.517756,TrainingSet,TrainingSet,[C*]C~[C*]O
6052,-29.462524,0.7113082,TrainingSet,TrainingSet,[C*]C.[C*]C~[C*]CN
6053,15.861758,-46.001213,TrainingSet,TrainingSet,[CH*]CO~[C*]Cl.[C*]Cl
6054,-8.935931,-35.741184,TrainingSet,TrainingSet,[S*]O.[S*]O~[C*]C.[C*]C
6055,-8.935931,-35.741184,TrainingSet,TrainingSet,[C*]I~[C*]C
6056,-8.935931,-35.741184,TrainingSet,TrainingSet,[C*]CC~[C*]C
6057,-29.462524,0.7113082,TrainingSet,TrainingSet,[O*]CO~[C*]CN
6058,-2.4403734,3.3087416,TrainingSet,TrainingSet,[N*]C~
6059,15.861758,-46.001213,TrainingSet,TrainingSet,[CH*]C.[CH*]Br~[C*]Cl.[C*]Cl
6060,-50.953968,10.59418,TrainingSet,TrainingSet,~[C*]CC.[C*]OC
6061,51.59609,19.517756,TrainingSet,TrainingSet,~[C*]O
6062,15.861758,-46.001213,TrainingSet,TrainingSet,[C*]Cl.[C*]Cl~[C*]Cl
6063,51.59609,19.517756,TrainingSet,TrainingSet,[C*]Cl~[C*]O
6064,42.746983,-9.944483,TrainingSet,TrainingSet,[C*]Cl~[C*]N
6065,31.160208,12.800903,TrainingSet,TrainingSet,[C*]O~[C*]S
6066,-21.46951,47.14308,TrainingSet,TrainingSet,[C*]C.[C*]OC~[O*]CC.[C*]O
6067,-65.36269,0.7405069,TrainingSet,TrainingSet,[CH*]C.[O*]C(C)O~[C*]CC
